model,accuracy,accuracy,precision_1,precision_1,recall_1,recall_1,f1_1,f1_1
,mean,std,mean,std,mean,std,mean,std
dummy,0.812822402358143,0.15997438225195565,0.0,0.0,0.0,0.0,0.0,0.0
logreg,0.9255711127487103,0.13852913918636678,0.7775584050999897,0.43536535312432845,0.611252764269303,0.4999294390060776,0.6281799251496323,0.4737220775018056
rf,0.9778924097273396,0.038323365858569776,0.7081161558746637,0.42940406593700675,0.7944674869746751,0.4441640035861874,0.741120320259443,0.42697125021562893
